*************************
0, 0, 0, 0 
0, 0, 0, 0 
0, 0,10 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -110, -79, 110 
83, -1-219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184, -219, -185, 192 
184-343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
303, -343, -308, 359 
365, -343, -371, 359 
365, -343, -371, 359 
365, -343, -371, 359 
365, -343, -371, 359 
365, -343, -371, 359 
365-473, -434, 420 
423, -473, -434, 420 
423, -473, -434, 420 
423, -473, -434, 420 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423, -473, -434, 497 
423-618, -582, 631 
572, -618, -582, 631 
572, -618, -582, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -618, -658, 631 
647, -689, -658, 631 
647, -689, -658, 631 
647-757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
715, -757, -728, 704 
71567 
783, -823, -798, 767 
