*************************
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 0 
0, 0, 0, 1 
0, 0, 0, 1 
0, 0, 0, 1 
8, 0, -7, 1 
8, 0, -7, 1 
8, 0, -7, 1 
8, 0, -7, 1 
8, 0, -7, 1 
8, -22, -7, 39 
8, -22, -7, 39 
36, -22, -51, 39 
36, -22, -51, 39 
36, -22, -51, 39 
36, -22, -51, 39 
36, -22, -51, 39 
36, -22, -51, 39 
36, -47, -51, 83 
36, -47, -51, 83 
56, -47, -68, 83 
56, -47, -68, 83 
56, -47, -68, 83 
56, -47, -68, 83 
56, -47, -68, 83 
56, -84, -68, 117 
56, -84, -68, 117 
84, -84, -95, 117 
84, -84, -95, 117 
84, -84, -95, 117 
84, -84, -95, 117 
84, -84, -95, 117 
84, -84, -95, 117 
84, -128, -95, 150 
84, -128, -95, 150 
84, -128, -95, 150 
129, -128, -139, 150 
129, -128, -139, 150 
129, -128, -139, 150 
129, -128, -139, 150 
129, -128, -139, 150 
129, -128, -139, 150 
129, -189, -139, 203 
129, -189, -139, 203 
129, -189, -139, 203 
181, -189, -195, 203 
181, -189, -195, 203 
181, -189, -195, 203 
181, -189, -195, 203 
181, -189, -195, 203 
181, -248, -195, 258 
181, -248, -195, 258 
236, -248, -250, 258 
236, -248, -250, 258 
236, -248, -250, 258 
236, -248, -250, 258 
236, -248, -250, 258 
236, -248, -250, 258 
236, -316, -250, 323 
236, -316, -250, 323 
236, -316, -250, 323 
297, -316, -314, 323 
297, -316, -314, 323 
297, -316, -314, 323 
297, -316, -314, 323 
297, -316, -314, 323 
297, -377, -314, 383 
297, -377, -314, 383 
365, -377, -381, 383 
365, -377, -381, 383 
365, -377, -381, 383 
365, -377, -381, 383 
365, -377, -381, 383 
365, -377, -381, 383 
365, -445, -381, 448 
365, -445, -381, 448 
432, -445, -443, 448 
432, -445, -443, 448 
432, -445, -443, 448 
432, -445, -443, 448 
432, -445, -443, 448 
432, -445, -443, 448 
432, -445, -443, 448 
432, -526, -443, 527 
432, -526, -443, 527 
511, -526, -525, 527 
511, -526, -525, 527 
511, -526, -525, 527 
511, -526, -525, 527 
511, -526, -525, 527 
511, -526, -525, 527 
